Name,Department,Date,Title,Review,Rating
Sana Klinikum Hameln-Pyrmont,Urologie,03.09.2015,Einmal und NIE WIEDER,"['Ansich war die Behandlung und alles völlig zufrieden stellend. Ich bin Mittwochs aufgenommen worden und hatte Donnerstag Morgen sofort eine CT.', 'ABER die behandelnden Schwestern war unglaublich unfreundlich und morgens bei der Frage ob ich Schmerzen hätte (Skala von 1-10 ich nannte 7) bekam ich bis zu meiner Entlassung einige Stunden später keine Schmerzmittel. ', 'Auch die Anordnung der Ärztin aus der Notaufnahme anging wurden wir belogen; es sollte ein Einmal Blasen Katheter gelegt werden um Mittelstrahlurin zu erhalten. Auf die Frage was denn damit wäre wurde gesagt es ist nichts angeordnet. In der Krankenakte stand klar und deutlich eine solche Anordnung.  ', 'Auch war die Dienst habende Ärztin überzeugt davon das dies gemacht wurde. Anscheinend wurde ihr das auch so gesagt. Ich bin aber der festen Überzeugung doch noch im vollen Besitz meiner geistigen Kräfte zu sein um sagen zu können; Nein ich habe lediglich dreimal einen Becher bekommen.', 'Der Höhepunkt war jedoch als mich die behandelnde Ärztin vor allen anderen im Zimmer liegenden Patienten darauf ansprach, ja fast schon beschuldigte dass ich Drogen nehmen würde. ', 'Und dies allein aus dem Grund eines flappsig daher gesagten Spruches. ', '', 'Ich bin froh nicht länger in Obhut dieses Personals zu sein und werde diese Klinik nicht noch einmal betreten.']","['', '', 'Gesamtzufriedenheit:', 'unzufrieden', '', 'Qualität der Beratung:', 'zufrieden', '', 'Mediz. Behandlung:', 'zufrieden', '', 'Verwaltung und Abläufe:', 'unzufrieden', '', 'Ausstattung und Gestaltung:', 'unzufrieden', '', '', '']"
Sana Klinikum Hameln-Pyrmont,Gastrologie,01.09.2015,Magenschmerzen mit Ausstrahlung bis in den Rücken hinein.,"['Hallo,ich war das erste mal in der Abteilung von Dr. Langner und sein Team.Habe eine Magenspiegelung machen lassen.Meine letzte liegt schon Jahre zurück.Ich bin mit meinen letzten Erfahrungen einer Magenspiegelung dort hingegangen.', '', 'Nun muß ich nach dieser Behandlung sagen:Ich wurde super Aufgeklärt,der gesamte Ablauf ging ruhig daher,ich habe mich in guten Händen gefühlt.Es gab kein Stress,alle arbeiteten ruhig und gelassen.Für mich als Patient war es ein Erlebnis von positiver Art.Da ich demnächst wieder dort hin muß,gehe ich  mit ruhigen Gewissen und ohne Angst. Bei diesem Team ist man gut aufgehoben. Mit H.Langner kann man sich angenehm unterhalten.Also,kann ich wirklich weiterempfehlen.Schüß']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'sehr zufrieden', '', 'Ausstattung und Gestaltung:', 'sehr zufrieden', '', '', '']"
Sana Klinikum Hameln-Pyrmont,Verstoß melden,19.08.2015,Armes Sana-Personal,"['Ende Januar 2015 wurde ich Notfallaufnahme des Sana-Klinikums Hameln eingeliefert. Die Rettungssanitäter hatten mir dieses Krankenhaus als kompetent empfohlen. ', 'Verursacht durch sehr schmerzhafte Krämpfe im oberen Bauchraum wurde mir telefonisch vom Notarzt diese Art der Einlieferung per Rettungswagen nahegelegt.', 'Stutzig machte mich die Aussage des Rettungsteams, dass ich bei Erreichen der Klinik auf jeden Fall auf der Liege bleiben solle. Das würde eine schnellere ""Annahme"" meines Falles bewirken! Wie recht die beiden hatten.', 'Ich wurde - mangels weiteren Platz - in den Gipsraum geschoben und nach kurzer Zeit wurden mir Schmerzmittel verabreicht und Blut für das Labor abgenommen.', 'Bei nun nachlassenden starken Schmerzen konnte man ein wenig das Geschehen in der Notaufnahme verfolgen (die Türen standen ja fast immer offen). Ich war wirklich beeindruckt, welche Leistungen durch das anwesende Team hier erbracht wurden! Mein Eindruck war, dass selbst eine Verdoppelung des Personals nicht ausgereicht hätte, dem Geschehen an diesem Abend Herr zu werden. So wartete ein Vater mit seinem versetzten und weinenden Kleinkind mindestens zwei Stunden auf eine Behandlung.', 'Bei mir wurde nun eine Sonar-Untersuchung des Bauchraums vorgenommen. Allerdings konnte die Ärztin keinen Befund erkennen. Daher wurde eine CT beabsichtigt und auch ca. eine Std. später vorgenommen. Da jedoch ein entsprechender Facharzt nicht vor Ort sei, müssten die Scans zur Begutachtung versendet werden.', 'Ich wurde nun auf die Station verlegt und dort von der (für zwei Stationen zuständigen!) Nachtschwester sehr freundlich empfangen und zu einem älteren Herrn mit aufs Zimmer gelegt. Die Schmerzen waren in der Zwischenzeit durch entsprechende Mittel erträglich geworden und ich konnte die Nachtruhe antreten. Diese wurde dann am Morgen durch eine aufgerissene Tür mit ""Was ist denn hier los? Wieso ist denn hier noch alles dunkel und noch niemand wach"" abrupt beendet. Wir waren jetzt wach und es passierte - Nichts! Am späten Vormittag wurde mir dann mitgeteilt, dass die Visite aufgrund Überlastungen ausfallen würde und bei mir eh kein Befund festgestellt worden war. Ich sollte aber auf jeden Fall erst auf einen Arzt warten, der die Entlassung veranlassen könne. ', 'Das dauerte wieder ca. 3 Stunden. Also: Personal ist wirklich sehr bemüht aber deutlich unterbesetzt. Meine Gallensteine werden jetzt entfernt (hatte externer Internist per Sonar festgestellt). Allerdings NICHT IM SANA HM!']","['', '', 'Gesamtzufriedenheit:', 'unzufrieden', '', 'Qualität der Beratung:', 'unzufrieden (Welche Beratung?)', '', 'Mediz. Behandlung:', 'unzufrieden (Schmerzursache wurde nicht gefunden.)', '', 'Verwaltung und Abläufe:', 'unzufrieden (Verwaltung nicht kennengelernt, Abläufe gab es nicht!)', '', 'Ausstattung und Gestaltung:', 'sehr zufrieden (Nette, gut ausgestattete Zimmer.)', '', '', '']"
Sana Klinikum Hameln-Pyrmont,Gastrologie,13.08.2015,Sehr gute Betreuung und Beratung,"['Besonders hervorheben möchte ich die Freundlichkeit und Hilfsbereitschaft des Personals. Das gilt sowohl für die Ambulanz als auch für die Station C 3.', 'Die räumlichen und technischen Rahmenbedingungen (Größe des Zimmers. Lage des Zimmers, Fernseher, Telefon) hebe ich hervor. WLAN wäre wünschenswert.', '', 'Die Aufklärung und Beratung durch den Chefarzt der Abteilung Gastrologie war ganz hervorragend. ', '', 'Sehr gut war die Beratung über die Wahlleistung und die Verträge. Jede wichtige Position wurde erläutert. ', '', 'Die Entlassung war ""kurz und schmerzlos"" und nicht formell.']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'sehr zufrieden', '', 'Ausstattung und Gestaltung:', 'sehr zufrieden', '', '', '']"
Sana Klinikum Hameln-Pyrmont,Orthopädie,13.08.2015,Super Arbeit,"['Ich wurde am 30.07.2015 an der linken Schulter operiert. Alle sind erstaunt, wie gut ich schon wieder meinen Arm bewegen kann. Super Arbeit - Danke']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'sehr zufrieden', '', 'Ausstattung und Gestaltung:', 'sehr zufrieden', '', '', '']"
Sana Klinikum Hameln-Pyrmont,Lungenheilkunde,19.07.2015,Uneingeschränkt empfehlenswert,"['Dies war mein erster, längerer stationärer Aufenthalt in einer Klinik.', 'Mit einer schweren Lungenentzündung, die zuvor ohne Erfolg mit Antibiotika (Hausarzt)behandelt wurde, bin ich in der Notaufnahme der Sana Klinik aufgenommen worden.', 'Die Aufnahme erfolgte zügig. Mein Informationsbedürfnis wurde gut bedient.', 'Während des gesamten Aufenthalts fühlte ich mich von Dr. Topp und seinem Team bestens betreut.', 'Zudem ""durfte"" ich Erfahrungen mit weiteren Fachabteilungen machen (Gasto, Innere, Radiologie etc) und muss sagen, dass ich stets auf kompetentes, aufmerksames Personal getroffen bin. Das hat auf mich sehr beruhigend gewirkt!', 'Natürlich hat nicht jeder Mensch jeden Tag gute Laune, jedoch fühlte ich mich immer sicher, gut und freundlich betreut.', 'Einzig die Wartezeiten beim internen Transport sind manchmal unangenehm - jedoch nicht nachteilig, da man eh als Patient selten Termin-Not hat ;-)', 'Hervorheben möchte ich die Damen des Verpflegungsservice, die beispielhaft auf meine Sonderwünsche (Histamin-Intoleranz) eingegangen sind und aufpassten, dass ich nichts ""Unerlaubtes"" zu mir nehme.', '', 'Die Behandlung selbst bewerte ich als fachlich absolut kompetent, aufmerksam und konsequent.', 'Das Personal auf Station C3 war nach meinem Dafürhalten sehr gut. Danke für die gute Betreuung!', 'Die Ohrenstopfen - die ich aufgrund eines laut schnarchenden Zimmergenossen erhielt - kann ich ebenfalls empfehlen.', '', 'Ich kann die Sana Kinik in Hameln uneingeschränkt empfehlen.', '', 'Tipp: Auf eigene Freundlichkeit reagiert jedes Gegenüber ebenfalls positiv.']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'zufrieden', '', 'Ausstattung und Gestaltung:', 'sehr zufrieden', '', '', '']"
Sana Klinikum Hameln-Pyrmont,Thoraxchirurgie + Herz,01.07.2015,Adipositas OP alles Gut,"['Ich bin sehr zufrieden, alle leute war sehr nett und freundlich und hilfsbereit.']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'sehr zufrieden', '', 'Ausstattung und Gestaltung:', 'zufrieden (Internet zugriff an die C Station funktioniert nichts.)', '', '', '']"
Sana Klinikum Hameln-Pyrmont,Gastrologie,23.06.2015,Adipositas,['Von der ersten Minute gut betreut und sehr freundlich empfangen. Auf sämtliche Fragen eine freundliche Antwort bekommen. Fühlte mich von Anfang an sehr aufgehoben.'],"['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'sehr zufrieden', '', 'Ausstattung und Gestaltung:', 'sehr zufrieden', '', '', '']"
Sana Klinikum Hameln-Pyrmont,Louis1610,20.06.2015,Datenschutz vor Empathie!,"['Meine Mutter ist 95 Jahre alt und dement. Ich selbst wohne über 3 Stunden Fahrzeit von Hameln entfernt. Dennoch werden mir gegenüber telefonisch keinerlei, auch nicht sehr allgemeine Angaben, über den Gesundheitszustand meiner Mutter gegeben. ', 'Die Schwestern sind entweder nur zur Aushilfe auf der Station und kennen meine Mutter nicht oder beginnen jedes Gespräch mit  ""ich darf Ihnen nichts sagen, Sie müssen auf die Station kommen!"". Einen behandelnden Arzt versuche ich - ohne Erfolg - seit mehreren Tagen zu erreichen (keine Zeit, schon zu Hause, Wochenende), man könne allenfalls den diensthabenden Arzt konsultieren, aber: "" der kenne meine Mutter nicht!"".', 'Aus meiner Sicht ein unmögliches Verhalten, dass dem engsten Angehörigen nicht einmal gesagt werden kann, ob es der Patienten ""gut"", ""nicht so gut"" oder ""schlecht"" geht.', '', 'Hier wird der Datenschutz (bei aller Berechtigung ) doch wohl etwas übertrieben und als Vorwand für einen ""Dienst nach Vorschrift"" genutzt.']","['', '', 'Gesamtzufriedenheit:', 'unzufrieden', '', 'Qualität der Beratung:', 'unzufrieden', '', 'Mediz. Behandlung:', 'weniger zufrieden (man weiß gar nicht, was die da machen)', '', 'Verwaltung und Abläufe:', 'weniger zufrieden', '', 'Ausstattung und Gestaltung:', 'zufrieden', '', '', '']"
Sana Klinikum Hameln-Pyrmont,Entbindung,10.06.2015,Super nette und kompetente Betreuung!,"['Ich kann nicht verstehen, warum sich so viele Patienten über dieses Krankenhaus beschweren.', 'Ich muss sagen, ich habe mich sowohl während der Geburt, dann auch während des nicht zu verhindernden Kaiserschnitts, als auch hinterher auf der Entbindungsstation rundum gut versorgt gefühlt!', 'Sowohl das pflegerische als auch das ärztliche Personal waren sehr freundlich und kompetent!', 'Ich würde das Sana Klinikum immer weiterempfehlen!']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'zufrieden', '', 'Ausstattung und Gestaltung:', 'sehr zufrieden', '', '', '']"
Sana Klinikum Hameln-Pyrmont,Orthopädie,06.06.2015,Nun ist es mal genug...,"['Nun ist es mal genug...', 'Die ständigen Nörgeleien über das ""ach so schreckliche Krankenhaus"" gehen', 'mir schlichtweg auf den Keks.', 'Ich nehme in Dankbarkeit an, daß es in meiner Nähe das Sana-Klinikum gibt.', 'Ein nicht zu unterschätzender Arbeitgeber, aber auch aufwartend mit hervor-', 'ragenden Fachärzten.', 'Die Aufnahme wurde zügig und freundlich abgefertigt.', 'Im Vorbereitungsbereich zur OP sehr aufmerksam umsorgt  und sehr gut', 'vorbereitet. ', 'Das gesamte Personal im OP und im  Überwachungsbereich ist freundlich,', 'kompetent, liebevoll umsorgend und Ängste nehmend.', 'Auf Station wurde alles Mögliche getan, meine Funktionen wieder herzustellen,', 'was auch sehr schnell gelungen ist. Die pflegerischen Zuwendungen verdienen', 'aus meiner Sicht die Note hervorragend.', 'Die Versorgung durch die Küche IST gut, wobei man bitte kein 5Sternehaus', 'Erwarten sollte, das tut auch nicht Not.', 'Die tägliche Physiotherapie war, wie schon in früheren Zeiten, sehr, sehr gut.', 'Ich persönlich weiß, daß ich keine Luxusherberge erwarten kann, wenn ich', 'in ein Krankenhaus gehe. Die hole ich mir im Urlaub und die kostet richtig', 'Viel Kohle.', 'Ich bin dankbar, daß mir geholfen wird, wenn ich krank bin. Und ich bin', 'dankbar, daß es so gute Krankenhäuser wie z.B das Sana in Hameln gibt.', 'Ich habe einige Erfahrungen mit Krankenhäusern im Ausland gemacht, und', 'die waren alles andere als erbauend.', 'Eine gute Empfehlung  für alle Meckerer, einmal gründlich darüber nachzu-', 'denken.', 'Wir sind nicht alleine auf dieser Welt und haben nicht den Anspruch, daß', 'uns ungeteilte Aufmerksamkeit zugute kommt. Es gibt noch viele andere', 'Patienten, die schwer erkrankt sind, vielmehr Hilfe brauchen, und da habe', 'ich Rücksicht zu nehmen, soweit es meine Situation zulässt.', 'Man kann es nicht allen Menschen recht machen. Es gibt soviele', 'Menschentypen, verschiedener Nationalitäten und Charaktere und die', 'versuchen sie einmal unter einen Hut zu kriegen!', 'Bleiben sie doch einmal objektiv und fair und suchen sie nicht immer', 'das Haar in der Suppe.', 'Dann wird es ihnen richtig gut gehen, so wie mir.........................', 'Und glauben sie mir, im Sana Hameln arbeiten auch nur Menschen.']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden (Sucht seinesgleichen)', '', 'Verwaltung und Abläufe:', 'sehr zufrieden', '', 'Ausstattung und Gestaltung:', 'zufrieden', '', '', '']"
Sana Klinikum Hameln-Pyrmont,artur.fluegge1@gmx.de,04.06.2015,Tragödie,"['Bin von meinem Hausartzt, am Montag ins Sana-Klinikum überwiesen worden,wegen starker Bauchschmerzen.War gegen 20 Uhr 30 in der Notfall-Aufnahme.Gegen 1 Uhr 30 auf Station.', 'Ich war Hundemüde,aber an Schlafen war nicht zu denken,denn dort lag ein älterer Herr,der so laut schnarchte,ich hatte so etwas noch nicht gehört.', 'Gegen 5 Uhr 30 war dann endlich ruhe,aber da begann auch schon der Krankenhaus-Alltag.', 'Ich sollte eine Ultraschall-Untersuchung bekommen.', 'Ich war auf einem 3-Bett Zimmer,neben dem älteren Herrn,lag dort noch ein vor wenigen Tagen Operierter.Gegen Mittag wurde ein 25-30 jähriger ins Zimmer geschoben,der einen ziemlich verwahrlosten eindruck bei mir hinterließ.', 'Ich hatte nun 30 Stunden nicht geschlafen.Am Dienstagabend,wartete ich immer noch auf meine Ultraschall Untersuchung,vergebens.Gegen 22 Uhr dachte ich endlich schlafen.Ich war jetzt 40 Stunden ohne Schlaf.Aber da meldete sich der ältere Herr zurück und schnarchte.Gegen Mitternacht bekam der frisch Operierte Schmerzen und die Schwestern liefen hin und her.OK.Nun war es Mittwochmorgen 2 Uhr.44 Stunden nicht geschlafen.Jetzt machte sich der 25-30 jährige bemerkbar und machte sich an den Nachtschränken der anderen Patienten zu schaffen.Er wurde erwischt und zurecht gewiesen.Gegen 3 Uhr kam die Schwester ins Zimmer und ich sah das der Fußboden naß war.Da hatte sich der 25-30 eingemacht und das Zimmer und das Bett wurden neu bezogen.Wo bin ich hier gelandet dachte ich mir.Ich wollte eigentlich nur noch Schlafen.', 'Und wie gesagt dort lag jemand der erst Operiert wurde.Gegen 5 Uhr stand nun der 25-30 jährige auf und knallte die Türen.Jetzt war das Maß voll.Ich sagte der Schwester entweder der geht aus dem Zimmer oder ich gehe.Gegen 6 Uhr habe ich das Klinikum verlassen.48 Stunden nicht geschlafen.Das Personal und Ärtzte sind nett,aber total überfordert.Bin dann zu meinem Hausartzt und zur AOK,bezahle jeden Monat meine Beiträge,da kann man wohl ein wenig für verlangen.']","['', '', 'Gesamtzufriedenheit:', 'weniger zufrieden', '', 'Qualität der Beratung:', 'zufrieden', '', 'Mediz. Behandlung:', 'weniger zufrieden', '', 'Verwaltung und Abläufe:', 'weniger zufrieden', '', 'Ausstattung und Gestaltung:', 'weniger zufrieden (nicht erfahren)', '', '', '']"
Sana Klinikum Hameln-Pyrmont,Verstoß melden,28.05.2015,Allgemeine Ansicht,"['Ich bin selbständig in die Notaufnahme gegangen, aufgrund von Atembeschwerden und Schmerzen im Brustbereich. Die Wartezeit in der Notaufnahme, vom eintreffen bis zur Behandlung war relativ kurz.', 'Die versorgung in der Zeit war gut, wenn man bedenkt, das offensichtlich nur ein Arzt die Diagnosen und entscheidungen getroffen hat. ', '', 'Auf der Station (erst A3 wegen platzmangel, danach B4) wurde man von den Pflegerinnen / Pflegern sehr gut behandelt. Jedoch hat man auch hier die unterbesetzung und die teils extreme belastung der einzelnen Schwestern / Pflegern bemerkt.', '', 'Der Informationsfluss zwischen Schwesetern und Ärzten ist teilweise dürftig. Mir wurde eine Infusion mit Antobiotika angelegt. Nach ein paar minuten und einem Blick auf die Flasche bemerkte ich, das diese gar nicht für mich bestimmt war. Die Schwester sagte, das sie sich ""1000 mal dafür entschuldige"". Sicherlich kann so etwas passieren, jedoch was macht man, wenn man eine Allergie o.ä. gegen solche Medikamente hat?', '', 'Die Fürsorge des Pflegepersonals, kann ich nur als sehr gut (so weit es unter den gegegebene Umständen möglich ist) benoten. ', '', 'Die Verpflegung war gut und reichlich ( auch kleinere Extrawünsche wurden berücksichtigt).', '', 'Das größere Problem sehe ich in der Information dem Patienten gegenüber. Wenn der behandelnde Arzt schlecht deutsch spricht, und das dazu auch noch ziemlich schnell, hat der Patient Probleme zu folgen und wirklich das zu verstehen was ihn betrifft.', '', 'Zur Reinigung bzw. Hygiene muss ich sagen, das auch hier etwas mehr getan werden sollte. Die Reinigungskräfte kamen jeden Tag in die Zimmer. An einem Tag wurden die Lichtschalter gereinigt an einem anderen die Bettgestelle (aber nur dort wo auch die Person heran kam). Im Waschbereich des Zimmers lag mehrere Tage ein Papiertuch, obwohl in der Zeit mehrmals der Boden gewischt wurde. ', '', 'Alles im allen könnten einige Abläufe besser gestaltet werden ohne Mehraufwand zu betreiben.']","['', '', 'Gesamtzufriedenheit:', 'zufrieden', '', 'Qualität der Beratung:', 'weniger zufrieden', '', 'Mediz. Behandlung:', 'zufrieden', '', 'Verwaltung und Abläufe:', 'weniger zufrieden', '', 'Ausstattung und Gestaltung:', 'weniger zufrieden', '', '', '']"
Sana Klinikum Hameln-Pyrmont,Kardiologie,23.05.2015,Implantation eines Herzschrittmachers,"['Meine 2 stationären Aufenthalte im letzten dreivirtel Jahr habe ich insgesamt als sehr angenehm empfunden. Das Haus ist neu und modern.Die Pflegekräfte auf den Stationen C1 und C3 sind in jeder Situation ausgesprochen freundlich, geduldig und kompetent. Das Team der Kardiologie unter Leitung von Herrn Dr. Topp ist hoch qualifiziert, während der gesammten Behandlungszeit und wärhrend der Eingriffe habe ich mich gut beraten und betreut gefühlt. Die Implantation des Herzschrittmachers ist jetzt 12 Tage her und ich bin Beschwerdefrei. Die ambulante Nachbehandlung in der Kardiologie war ebenso professionel und ohne große Wartezeiten.']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'sehr zufrieden', '', 'Ausstattung und Gestaltung:', 'sehr zufrieden', '', '', '']"
Sana Klinikum Hameln-Pyrmont,Gastrologie,14.05.2015,Super Krankenhaus!!!,['Diese Klinik kann ich nur weiterempfehlen. War dort schon ein paar Mal. Die Ärzte sind super kompetent. Das Personal war sehr freundlich. Ich fühle mich dort gut aufgehoben. Das Essen war auch immer gut.'],"['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'sehr zufrieden', '', 'Ausstattung und Gestaltung:', 'zufrieden', '', '', '']"
Sana Klinikum Hameln-Pyrmont,Kindermedizin,13.05.2015,Nettes personal,"['Ich habe 3 Kinder. Wir waren desöfteren schon im Krankenhaus. Grundsätzlich sind wir vor allem mit den Oberärzten und dem Chefarzt sehr zufrieden. sie sind kompetent und total kinderfreundlich. In der ambulanten Behandlung und bei ernsten Sachen sind wir immer schnell und gut behandelt worden. Was mich aber stört, ist, dass man auf Station keinen Oberarzt sieht. Nur aisstenzärzte. Je nach dem wie weit sie sind, sind sie teilweise sehr verunsichert und einfach in meinen Augen nicht geeignet zum Teil verängstigte emotional geladene Eltern und Kinder zu beraten. Wir hätten da einige schlechte Erfahrungen gemacht. Um das zu umgehen haben wir uns private Zusatzversicherungen entschieden. ', 'Denn auch bei ""nur"" einer Bronchitis sind die Eltern müde, verängstigt, die Kinder sind krank, in einer fremden Umgebung und werden dann auch noch von Fremden Menschen fixiert und zu allem Übel werden sie 3 x gestochen,weil der Assistenzarzt nicht in der Lage ist eine braunüle zu legen. Und ist klar, dass sie lernen müssen. Aber vielleicht müsste man schauen bei welchen Kinder das gehr, vielleicht nicht unbedingt ganz frische Assistenzärzte. ', '', 'die Schwestern und Pfleger sind auf der Station super nett und lassen sich auf die Zeiten der Kinder ein, auch,wenn es für sie organisatorisch schwierig ist.']","['', '', 'Gesamtzufriedenheit:', 'zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'zufrieden', '', 'Verwaltung und Abläufe:', 'weniger zufrieden', '', 'Ausstattung und Gestaltung:', 'zufrieden', '', '', '']"
Sana Klinikum Hameln-Pyrmont,Entbindung,13.05.2015,Tolle Geburten,"['Ich habe 2004,2009 und 2014 meine Kinder in dieser klinik bekommen, bzw, war es 2004 und 2009 noch das wilhelmskrankenhaus. Aber viele Hebammen, Ärzte und Schwestern sind auch im sana- Klinik bekannt.', 'Ich war jedesmal sehr zufrieden, wie mit mir als werdende Mütter, mit dem werdenden Vater und später mit den Geschwistern umgegangen sind.  2004 war eine sehr schnelle und unkomplizierte ambulante Geburt. 2009 lag unser Kind die ganze Zeit in BEL wir würden gut beraten und fühlten uns sicher genug uns zu entscheiden und entschieden uns für einen geplanten Kaiserschnitt. Ich war überrascht wie toll wir am Tage des Kaiserschnitts betreut wurden. Es wurde alles versucht, die geburt so schön wie möglich zu machen. Auf der Station wurde ich als kaiserschnittmama sehr sensibel behandelt. 2014 lag auch dieses Kind wieder in BEL. Wir würden wieder sehr gut beraten und entschieden uns diesmal für eine spontane steisslagen geburt. Dr. Jahn hat tolle Arbeit geleistet und hat mit Hilfe der Hebammen.Mein Mann und ich fanden es toll, dass wir immer die Wahl hatten. Es war toll zu wissen, dass wir immer die Wahl hatten und wir als Eltern vor allem ich als Frau entscheiden sollte und durfte. Durch die tolle Aufklärung haben wir uns immer sicher gefühlt. Auch das uns ganz selbstverständlich eine spontane steisslagen-Geburt ermöglicht wurde ohne wenn und Aber. Dafür sind wir sehr dankbar.', 'Die Schwestern, und Schwesternschülerinnen auf der Station waren ebenfalls Klasse. Im August 2014 war die Hölle los. Die Station war so überfüllt und trotzdem hatten die Schwestern ein Lächeln auf den Lippen und ihren Humor nicht verloren, Vielen mehrt man an, dass sie mit Leib und Seele Schwestern sind und sogar mitgefiebert haben und extra nachgefragt haben ob unser jüngster noch auf Station war oder doch in die Kinderklinik musste.', 'Vielen Dank dafür!', 'Leider lässt die Sauberkeit sehr zu wünschen übrig. Ich musste zu sehen, wie dieraumpflegerin, die. Türklinken und Türen mit dem gleichen Lappen abwischte wie den Tisch. als ich sie darauf aufmerksam machte, würde ich nur angeflaumt.', 'Ebenso sind die Schwestern überlastet.']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'zufrieden', '', 'Ausstattung und Gestaltung:', 'weniger zufrieden', '', '', '']"
Sana Klinikum Hameln-Pyrmont,Orthopädie,11.05.2015,"Top Medizin, sehr gut abgestimmte Abläufe","['Habe allerbeste Erfahrungen mit der Klinik für Orthopädie und Unfallchirurgie gemacht, nunmehr mit 2 Operationen.', 'Alle betroffene Bereiche waren hervorragend organisiert und das gesamte Personal hat sich größte Mühe gegeben- alles lief sehr professionell ab, und das trotz sehr hoher Patientenzahlen. Sehr große Freundlichkeit von allen Beteiligten (Pflege, Hilfspersonal, Ärzteteam).', 'Habe größtes Vertrauen in die medizinischen Leistungen der Klinik.']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'sehr zufrieden', '', 'Ausstattung und Gestaltung:', 'sehr zufrieden', '', '', '']"
Sana Klinikum Hameln-Pyrmont,Handchirurgie,05.05.2015,Motorradunfall,"['Das Krankenhaus hat bekanntlich einen eher schlechten Ruf, weswegen meine Eltern direkt nach meinem Motorradunfall versucht haben, eine andere Handchirurgie zu finden. Ich wollte jedoch im Sana bleiben weil ich den Ärzten sehr vertraute - meine Eltern jetzt auch. Ich wurde absolut super behandelt und es wurde sich klasse um mich gekümmert. Trotz meiner sehr komplizierten Verletzungen, welche einer OP-Dauer von nahezu 6 Stunden bedarfen, haben die Ärzte, vor allem Prof. Hankemeier, meinen komplett instabilen Ellenbogen und mein Handgelenk perfekt wieder zusammengeschraubt und auch die Schmerztherapie lief dank Dr. Schwerdtfeger hervorragend. Mit sämtlicher Versorgung auf der Station bin ich ebenfalls sehr zufrieden. Ich hoffe ich muss nie wiederkommen, aber ich würde jederzeit! Vielen Dank!']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'zufrieden', '', 'Ausstattung und Gestaltung:', 'sehr zufrieden', '', '', '']"
